dt_sale;id_sku;ds_sku;ds_category;ds_product_line;ds_brand_segment;ds_tecnology;qt_sale;vl_sale_price
2019-08-01 00:00:00;18;Play4;Innovation Shoes;Shoes;Core;AeroKnit;101612;1848328,284
2019-08-01 00:00:00;19;Mandala Life;Innovation Shoes;Shoes;Core;AeroKnit;89452;1556468,827
2019-08-01 00:00:00;20;Merlin;Innovation Shoes;Shoes;Core;AeroKnit;81901;1679808,854
2019-08-01 00:00:00;22;MachinaMetal;Metal Sandal;Sandals;Core;UltraFoam;182542;2236147,905
2019-08-01 00:00:00;23;SteelEngineer;Metal Sandal;Sandals;Core;NanoMesh;84543;1361153,737
2019-08-01 00:00:00;24;TitaniumTech;Metal Sandal;Sandals;Core;NanoMesh;61581;1108465,518
2019-08-01 00:00:00;25;AlloyInnovate;Metal Sandal;Sandals;Core;NanoMesh;25313;327301,6963
2019-08-01 00:00:00;26;SteelTech;Metal Shoes;Shoes;Core;NanoMesh;58910;843004,4698
2019-08-01 00:00:00;27;AlloyMaster;Metal Shoes;Shoes;Core;AeroKnit;66803;1417570,975
2019-08-01 00:00:00;28;MetalForge;Metal Shoes;Shoes;Core;NanoMesh;14359;234342,4096
2019-08-01 00:00:00;29;IronCraft;Metal Shoes;Shoes;Core;PowerKnit;10462;238758,6863
2019-08-01 00:00:00;30;TitaniumTech;Metal Shoes;Shoes;Core;NanoMesh;7191;237381,3415
2019-08-01 00:00:00;34;Max;Price Sneakers;Sneakers;Core;UltraFoam;173158;1527261,235
2019-08-01 00:00:00;35;Classic Price;Price Sneakers;Sneakers;Core;UltraFoam;39709;357382,4355
2019-08-01 00:00:00;36;Hawaii;Price Sneakers;Sneakers;Core;AeroKnit;25771;400236,6128
2019-08-01 00:00:00;37;Top Sport;Price Sneakers;Sneakers;Core;AeroKnit;15588;173037,2501
2019-08-01 00:00:00;38;Comfort;Universe Sandals;Sandals;Core;DuraFlex;20215;522762,8682
2019-08-01 00:00:00;39;Hawaii;Universe Sandals;Sandals;Core;NanoMesh;11580;264841,2938
2019-09-01 00:00:00;1;AeroJet;Aero Boot;Boot;Target;NanoMesh;41057;988664,9053
2019-09-01 00:00:00;2;FlyQuest;Aero Boot;Boot;Target;LiteWeave;36432;972743,6816
2019-09-01 00:00:00;3;AirVoyager;Aero Boot;Boot;Target;AeroKnit;18579;393697,7423
2019-09-01 00:00:00;4;Classic;Classic Sneaker;Sneaker;Target;PowerKnit;96968;1600947,043
2019-09-01 00:00:00;5;Brand Classic;Classic Sneaker;Sneaker;Target;PowerKnit;29059;624196,7593
2019-09-01 00:00:00;6;National Classic;Classic Sneaker;Sneaker;Target;BioSole;17233;233510,9802
2019-09-01 00:00:00;7;Hold Line;Designed Shoes;Shoes;Core;DynaFit;10745;372757,6139
2019-09-01 00:00:00;8;High Bys;Designed Shoes;Shoes;Core;DynaFit;9785;395819,052
2019-09-01 00:00:00;9;High Iris;Designed Shoes;Shoes;Core;DynaFit;7653;290294,9094
2019-09-01 00:00:00;10;Cone Stars;Designed Shoes;Shoes;Core;AirVent;4772;255906,2387
2019-09-01 00:00:00;11;Wave;Infinity Boot;Boot;Target;AeroKnit;32968;660366,4025
2019-09-01 00:00:00;12;Athena II;Infinity Boot;Boot;Target;LiteWeave;27736;704499,5007
2019-09-01 00:00:00;13;Hiking;Infinity Boot;Boot;Target;AeroKnit;28151;692809,2059
2019-09-01 00:00:00;14;Zeus;Infinity Boot;Boot;Target;LiteWeave;16404;371395,8386
2019-09-01 00:00:00;15;Air;Infinity Boot;Boot;Target;LiteWeave;5458;103490,7166
2019-09-01 00:00:00;16;Nautical Classic;Innovation Shoes;Shoes;Core;AeroKnit;135471;2462863,1
2019-09-01 00:00:00;17;Nautical Max Force;Innovation Shoes;Shoes;Core;AeroKnit;128166;2107054,15
2019-09-01 00:00:00;18;Play4;Innovation Shoes;Shoes;Core;AeroKnit;110559;2043143,448
2019-09-01 00:00:00;19;Mandala Life;Innovation Shoes;Shoes;Core;AeroKnit;94350;1694526,244
2019-09-01 00:00:00;20;Merlin;Innovation Shoes;Shoes;Core;AeroKnit;88727;1815357,855
2019-09-01 00:00:00;22;MachinaMetal;Metal Sandal;Sandals;Core;UltraFoam;215209;2649223,704
2019-09-01 00:00:00;23;SteelEngineer;Metal Sandal;Sandals;Core;NanoMesh;85580;1410372,592
2019-09-01 00:00:00;24;TitaniumTech;Metal Sandal;Sandals;Core;NanoMesh;71183;1343241,412
2019-09-01 00:00:00;25;AlloyInnovate;Metal Sandal;Sandals;Core;NanoMesh;28968;374561,9482
2019-09-01 00:00:00;26;SteelTech;Metal Shoes;Shoes;Core;NanoMesh;66087;950334,372
2019-09-01 00:00:00;27;AlloyMaster;Metal Shoes;Shoes;Core;AeroKnit;78506;1665917,401
2019-09-01 00:00:00;28;MetalForge;Metal Shoes;Shoes;Core;NanoMesh;16448;268934,4467
2019-09-01 00:00:00;29;IronCraft;Metal Shoes;Shoes;Core;PowerKnit;12212;283704,5301
2019-09-01 00:00:00;30;TitaniumTech;Metal Shoes;Shoes;Core;NanoMesh;8294;275864,8258
2019-09-01 00:00:00;34;Max;Price Sneakers;Sneakers;Core;UltraFoam;183227;1614234,164
2019-09-01 00:00:00;35;Classic Price;Price Sneakers;Sneakers;Core;UltraFoam;37467;342075,3467
2019-09-01 00:00:00;36;Hawaii;Price Sneakers;Sneakers;Core;AeroKnit;27501;431777,5013
2019-09-01 00:00:00;37;Top Sport;Price Sneakers;Sneakers;Core;AeroKnit;16533;183688,8059
2019-09-01 00:00:00;38;Comfort;Universe Sandals;Sandals;Core;DuraFlex;22805;592252,6012
2019-09-01 00:00:00;39;Hawaii;Universe Sandals;Sandals;Core;NanoMesh;12924;290280,8942
2019-10-01 00:00:00;1;AeroJet;Aero Boot;Boot;Target;NanoMesh;41855;1015841,83
2019-10-01 00:00:00;2;FlyQuest;Aero Boot;Boot;Target;LiteWeave;37097;989758,7726
2019-10-01 00:00:00;3;AirVoyager;Aero Boot;Boot;Target;AeroKnit;17946;401466,9033
2019-10-01 00:00:00;4;Classic;Classic Sneaker;Sneaker;Target;PowerKnit;126796;2155536,325
2019-10-01 00:00:00;5;Brand Classic;Classic Sneaker;Sneaker;Target;PowerKnit;38192;776842,9019
2019-10-01 00:00:00;6;National Classic;Classic Sneaker;Sneaker;Target;BioSole;22623;333014,4463
2019-10-01 00:00:00;7;Hold Line;Designed Shoes;Shoes;Core;DynaFit;10196;352883,9732
2019-10-01 00:00:00;8;High Bys;Designed Shoes;Shoes;Core;DynaFit;9383;373558,331
2019-10-01 00:00:00;9;High Iris;Designed Shoes;Shoes;Core;DynaFit;7749;294249,3874
2019-10-01 00:00:00;10;Cone Stars;Designed Shoes;Shoes;Core;AirVent;4292;230161,0528
2019-10-01 00:00:00;11;Wave;Infinity Boot;Boot;Target;AeroKnit;34817;697038,072
2019-10-01 00:00:00;12;Athena II;Infinity Boot;Boot;Target;LiteWeave;29283;732374,3462
2019-10-01 00:00:00;13;Hiking;Infinity Boot;Boot;Target;AeroKnit;29550;724876,2772
2019-10-01 00:00:00;14;Zeus;Infinity Boot;Boot;Target;LiteWeave;17351;396312,6698
2019-10-01 00:00:00;15;Air;Infinity Boot;Boot;Target;LiteWeave;5728;107759,1347
2019-10-01 00:00:00;16;Nautical Classic;Innovation Shoes;Shoes;Core;AeroKnit;138114;2542689,32
2019-10-01 00:00:00;17;Nautical Max Force;Innovation Shoes;Shoes;Core;AeroKnit;130835;2145694,319
2019-10-01 00:00:00;18;Play4;Innovation Shoes;Shoes;Core;AeroKnit;113254;2107659,468
2019-10-01 00:00:00;19;Mandala Life;Innovation Shoes;Shoes;Core;AeroKnit;96361;1701737,14
2019-10-01 00:00:00;20;Merlin;Innovation Shoes;Shoes;Core;AeroKnit;90749;1858558,805
2019-10-01 00:00:00;22;MachinaMetal;Metal Sandal;Sandals;Core;UltraFoam;267197;3289197,245
2019-10-01 00:00:00;23;SteelEngineer;Metal Sandal;Sandals;Core;NanoMesh;87224;1431352,117
2019-10-01 00:00:00;24;TitaniumTech;Metal Sandal;Sandals;Core;NanoMesh;87778;1661637,552
2019-10-01 00:00:00;25;AlloyInnovate;Metal Sandal;Sandals;Core;NanoMesh;35762;462407,7226
2019-10-01 00:00:00;26;SteelTech;Metal Shoes;Shoes;Core;NanoMesh;72406;1046993,941
2019-10-01 00:00:00;27;AlloyMaster;Metal Shoes;Shoes;Core;AeroKnit;97966;2078840,636
2019-10-01 00:00:00;28;MetalForge;Metal Shoes;Shoes;Core;NanoMesh;19846;329850,5128
2019-10-01 00:00:00;29;IronCraft;Metal Shoes;Shoes;Core;PowerKnit;15442;361505,1108
2019-10-01 00:00:00;30;TitaniumTech;Metal Shoes;Shoes;Core;NanoMesh;9918;331178,5943
2019-10-01 00:00:00;34;Max;Price Sneakers;Sneakers;Core;UltraFoam;185931;1641773,607
2019-10-01 00:00:00;35;Classic Price;Price Sneakers;Sneakers;Core;UltraFoam;36365;332382,4814
2019-10-01 00:00:00;36;Hawaii;Price Sneakers;Sneakers;Core;AeroKnit;28234;449500,653
2019-10-01 00:00:00;37;Top Sport;Price Sneakers;Sneakers;Core;AeroKnit;16978;191345,4309
2019-10-01 00:00:00;38;Comfort;Universe Sandals;Sandals;Core;DuraFlex;24182;639616,5145
2019-10-01 00:00:00;39;Hawaii;Universe Sandals;Sandals;Core;NanoMesh;14375;336249,8595
2019-11-01 00:00:00;1;AeroJet;Aero Boot;Boot;Target;NanoMesh;46975;1138688,149
2019-11-01 00:00:00;2;FlyQuest;Aero Boot;Boot;Target;LiteWeave;41002;1120600,883
2019-11-01 00:00:00;3;AirVoyager;Aero Boot;Boot;Target;AeroKnit;18004;405645,7337
2019-11-01 00:00:00;4;Classic;Classic Sneaker;Sneaker;Target;PowerKnit;134411;2314568,362
2019-11-01 00:00:00;5;Brand Classic;Classic Sneaker;Sneaker;Target;PowerKnit;41005;922207,6505
2019-11-01 00:00:00;6;National Classic;Classic Sneaker;Sneaker;Target;BioSole;24320;363592,5817
2019-11-01 00:00:00;7;Hold Line;Designed Shoes;Shoes;Core;DynaFit;10603;366255,5007
2019-11-01 00:00:00;8;High Bys;Designed Shoes;Shoes;Core;DynaFit;10191;416435,8408
2019-11-01 00:00:00;9;High Iris;Designed Shoes;Shoes;Core;DynaFit;8426;323919,9771
2019-11-01 00:00:00;10;Cone Stars;Designed Shoes;Shoes;Core;AirVent;4900;262770,6114
2019-11-01 00:00:00;11;Wave;Infinity Boot;Boot;Target;AeroKnit;39202;795816,7007
2019-11-01 00:00:00;12;Athena II;Infinity Boot;Boot;Target;LiteWeave;33207;846802,6856
2019-11-01 00:00:00;13;Hiking;Infinity Boot;Boot;Target;AeroKnit;32789;816121,488
2019-11-01 00:00:00;14;Zeus;Infinity Boot;Boot;Target;LiteWeave;19425;440190,9049
2019-11-01 00:00:00;15;Air;Infinity Boot;Boot;Target;LiteWeave;6465;127957,2811
2019-11-01 00:00:00;16;Nautical Classic;Innovation Shoes;Shoes;Core;AeroKnit;150826;2782754,168
2019-11-01 00:00:00;17;Nautical Max Force;Innovation Shoes;Shoes;Core;AeroKnit;141400;2378349,853
2019-11-01 00:00:00;18;Play4;Innovation Shoes;Shoes;Core;AeroKnit;120097;2220610,506
2019-11-01 00:00:00;19;Mandala Life;Innovation Shoes;Shoes;Core;AeroKnit;103687;1878817,128
2019-11-01 00:00:00;20;Merlin;Innovation Shoes;Shoes;Core;AeroKnit;97782;2007472,839
2019-11-01 00:00:00;22;MachinaMetal;Metal Sandal;Sandals;Core;UltraFoam;307389;3762443,47
2019-11-01 00:00:00;23;SteelEngineer;Metal Sandal;Sandals;Core;NanoMesh;88759;1476956,159
2019-11-01 00:00:00;24;TitaniumTech;Metal Sandal;Sandals;Core;NanoMesh;99425;1894060,368
2019-11-01 00:00:00;25;AlloyInnovate;Metal Sandal;Sandals;Core;NanoMesh;40202;519818,9227
2019-11-01 00:00:00;26;SteelTech;Metal Shoes;Shoes;Core;NanoMesh;92290;1403739,961
2019-11-01 00:00:00;27;AlloyMaster;Metal Shoes;Shoes;Core;AeroKnit;111218;2360057,648
2019-11-01 00:00:00;28;MetalForge;Metal Shoes;Shoes;Core;NanoMesh;22950;386024,537
2019-11-01 00:00:00;29;IronCraft;Metal Shoes;Shoes;Core;PowerKnit;17605;419533,8612
2019-11-01 00:00:00;30;TitaniumTech;Metal Shoes;Shoes;Core;NanoMesh;11287;399123,2562
2019-11-01 00:00:00;34;Max;Price Sneakers;Sneakers;Core;UltraFoam;190601;1705882,007
2019-11-01 00:00:00;35;Classic Price;Price Sneakers;Sneakers;Core;UltraFoam;32264;296192,2966
2019-11-01 00:00:00;36;Hawaii;Price Sneakers;Sneakers;Core;AeroKnit;28483;456020,2255
2019-11-01 00:00:00;37;Top Sport;Price Sneakers;Sneakers;Core;AeroKnit;17297;194600,5743
2019-11-01 00:00:00;38;Comfort;Universe Sandals;Sandals;Core;DuraFlex;24664;652116,9569
2019-11-01 00:00:00;39;Hawaii;Universe Sandals;Sandals;Core;NanoMesh;14572;337207,3465
2019-12-01 00:00:00;1;AeroJet;Aero Boot;Boot;Target;NanoMesh;47220;1136129,902
2019-12-01 00:00:00;2;FlyQuest;Aero Boot;Boot;Target;LiteWeave;40555;1088101,983
2019-12-01 00:00:00;3;AirVoyager;Aero Boot;Boot;Target;AeroKnit;18913;419884,8223
2019-12-01 00:00:00;4;Classic;Classic Sneaker;Sneaker;Target;PowerKnit;136578;2372372,45
2019-12-01 00:00:00;5;Brand Classic;Classic Sneaker;Sneaker;Target;PowerKnit;42229;959453,4409
2019-12-01 00:00:00;6;National Classic;Classic Sneaker;Sneaker;Target;BioSole;26399;393623,4405
2019-12-01 00:00:00;7;Hold Line;Designed Shoes;Shoes;Core;DynaFit;11614;423102,0556
2019-12-01 00:00:00;8;High Bys;Designed Shoes;Shoes;Core;DynaFit;11041;449600,7471
2019-12-01 00:00:00;9;High Iris;Designed Shoes;Shoes;Core;DynaFit;9041;345478,8154
2019-12-01 00:00:00;10;Cone Stars;Designed Shoes;Shoes;Core;AirVent;5199;278772,3279
2019-12-01 00:00:00;11;Wave;Infinity Boot;Boot;Target;AeroKnit;40808;829225,7038
2019-12-01 00:00:00;12;Athena II;Infinity Boot;Boot;Target;LiteWeave;34573;887842,2116
2019-12-01 00:00:00;13;Hiking;Infinity Boot;Boot;Target;AeroKnit;34093;853363,4181
2019-12-01 00:00:00;14;Zeus;Infinity Boot;Boot;Target;LiteWeave;20207;461126,1979
2019-12-01 00:00:00;15;Air;Infinity Boot;Boot;Target;LiteWeave;6730;129834,1831
2019-12-01 00:00:00;16;Nautical Classic;Innovation Shoes;Shoes;Core;AeroKnit;156303;2879114,391
2019-12-01 00:00:00;17;Nautical Max Force;Innovation Shoes;Shoes;Core;AeroKnit;145028;2410380,54
2019-12-01 00:00:00;18;Play4;Innovation Shoes;Shoes;Core;AeroKnit;123308;2287370,367
2019-12-01 00:00:00;19;Mandala Life;Innovation Shoes;Shoes;Core;AeroKnit;107515;1950328,067
2019-12-01 00:00:00;20;Merlin;Innovation Shoes;Shoes;Core;AeroKnit;100307;2028216,853
2019-12-01 00:00:00;22;MachinaMetal;Metal Sandal;Sandals;Core;UltraFoam;295691;3731629,177
2019-12-01 00:00:00;23;SteelEngineer;Metal Sandal;Sandals;Core;NanoMesh;90575;1527096,27
2019-12-01 00:00:00;24;TitaniumTech;Metal Sandal;Sandals;Core;NanoMesh;98182;1891974,554
2019-12-01 00:00:00;25;AlloyInnovate;Metal Sandal;Sandals;Core;NanoMesh;40022;517490,0754
2019-12-01 00:00:00;26;SteelTech;Metal Shoes;Shoes;Core;NanoMesh;107214;1627519,665
2019-12-01 00:00:00;27;AlloyMaster;Metal Shoes;Shoes;Core;AeroKnit;109571;2325114,161
2019-12-01 00:00:00;28;MetalForge;Metal Shoes;Shoes;Core;NanoMesh;22598;380114,5108
2019-12-01 00:00:00;29;IronCraft;Metal Shoes;Shoes;Core;PowerKnit;17314;411216,752
2019-12-01 00:00:00;30;TitaniumTech;Metal Shoes;Shoes;Core;NanoMesh;11017;346843,9301
2019-12-01 00:00:00;34;Max;Price Sneakers;Sneakers;Core;UltraFoam;184217;1648745,259
2019-12-01 00:00:00;35;Classic Price;Price Sneakers;Sneakers;Core;UltraFoam;34105;319569,7303
2019-12-01 00:00:00;36;Hawaii;Price Sneakers;Sneakers;Core;AeroKnit;27150;432782,3121
2019-12-01 00:00:00;37;Top Sport;Price Sneakers;Sneakers;Core;AeroKnit;16536;187024,2113
2019-12-01 00:00:00;38;Comfort;Universe Sandals;Sandals;Core;DuraFlex;24596;647628,0137
2019-12-01 00:00:00;39;Hawaii;Universe Sandals;Sandals;Core;NanoMesh;14601;335241,8054
2020-01-01 00:00:00;1;AeroJet;Aero Boot;Boot;Target;NanoMesh;44007;1085234,363
2020-01-01 00:00:00;2;FlyQuest;Aero Boot;Boot;Target;LiteWeave;37201;1029368,033
2020-01-01 00:00:00;3;AirVoyager;Aero Boot;Boot;Target;AeroKnit;18291;428943,1099
2020-01-01 00:00:00;4;Classic;Classic Sneaker;Sneaker;Target;PowerKnit;104460;1834327,88
2020-01-01 00:00:00;5;Brand Classic;Classic Sneaker;Sneaker;Target;PowerKnit;32446;696292,2843
2020-01-01 00:00:00;6;National Classic;Classic Sneaker;Sneaker;Target;BioSole;20949;314450,6443
2020-01-01 00:00:00;7;Hold Line;Designed Shoes;Shoes;Core;DynaFit;12449;453410,1878
2020-01-01 00:00:00;8;High Bys;Designed Shoes;Shoes;Core;DynaFit;11585;474660,7182
2020-01-01 00:00:00;9;High Iris;Designed Shoes;Shoes;Core;DynaFit;9310;361974,877
2020-01-01 00:00:00;10;Cone Stars;Designed Shoes;Shoes;Core;AirVent;5255;281802,956
2020-01-01 00:00:00;11;Wave;Infinity Boot;Boot;Target;AeroKnit;37743;772228,7395
2020-01-01 00:00:00;12;Athena II;Infinity Boot;Boot;Target;LiteWeave;32401;850853,3746
2020-01-01 00:00:00;13;Hiking;Infinity Boot;Boot;Target;AeroKnit;31943;830525,8708
2020-01-01 00:00:00;14;Zeus;Infinity Boot;Boot;Target;LiteWeave;18684;435905,9272
2020-01-01 00:00:00;15;Air;Infinity Boot;Boot;Target;LiteWeave;6289;120889,7135
2020-01-01 00:00:00;16;Nautical Classic;Innovation Shoes;Shoes;Core;AeroKnit;143571;2654634,158
2020-01-01 00:00:00;17;Nautical Max Force;Innovation Shoes;Shoes;Core;AeroKnit;132728;2256388,549
2020-01-01 00:00:00;18;Play4;Innovation Shoes;Shoes;Core;AeroKnit;113380;2083934,57
2020-01-01 00:00:00;19;Mandala Life;Innovation Shoes;Shoes;Core;AeroKnit;99079;1803246,153
2020-01-01 00:00:00;20;Merlin;Innovation Shoes;Shoes;Core;AeroKnit;93537;1929679,279
2020-01-01 00:00:00;22;MachinaMetal;Metal Sandal;Sandals;Core;UltraFoam;252433;3291727,433
2020-01-01 00:00:00;23;SteelEngineer;Metal Sandal;Sandals;Core;NanoMesh;91936;1565670,487
2020-01-01 00:00:00;24;TitaniumTech;Metal Sandal;Sandals;Core;NanoMesh;84293;1597353,147
2020-01-01 00:00:00;25;AlloyInnovate;Metal Sandal;Sandals;Core;NanoMesh;34435;309576,6506
2020-01-01 00:00:00;26;SteelTech;Metal Shoes;Shoes;Core;NanoMesh;113852;1748772,943
2020-01-01 00:00:00;27;AlloyMaster;Metal Shoes;Shoes;Core;AeroKnit;92799;1920022,951
2020-01-01 00:00:00;28;MetalForge;Metal Shoes;Shoes;Core;NanoMesh;19538;328055,6635
2020-01-01 00:00:00;29;IronCraft;Metal Shoes;Shoes;Core;PowerKnit;14692;355709,9548
2020-01-01 00:00:00;30;TitaniumTech;Metal Shoes;Shoes;Core;NanoMesh;9694;313222,7839
2020-01-01 00:00:00;34;Max;Price Sneakers;Sneakers;Core;UltraFoam;170904;1544974,809
2020-01-01 00:00:00;35;Classic Price;Price Sneakers;Sneakers;Core;UltraFoam;32021;302599,0915
2020-01-01 00:00:00;36;Hawaii;Price Sneakers;Sneakers;Core;AeroKnit;25196;405162,719
2020-01-01 00:00:00;37;Top Sport;Price Sneakers;Sneakers;Core;AeroKnit;15158;173258,837
2020-01-01 00:00:00;38;Comfort;Universe Sandals;Sandals;Core;DuraFlex;21443;574675,5195
2020-01-01 00:00:00;39;Hawaii;Universe Sandals;Sandals;Core;NanoMesh;12538;297914,8366
2020-02-01 00:00:00;1;AeroJet;Aero Boot;Boot;Target;NanoMesh;35607;863126,4162
2020-02-01 00:00:00;2;FlyQuest;Aero Boot;Boot;Target;LiteWeave;30199;824736,8944
2020-02-01 00:00:00;3;AirVoyager;Aero Boot;Boot;Target;AeroKnit;15578;363906,1592
2020-02-01 00:00:00;4;Classic;Classic Sneaker;Sneaker;Target;PowerKnit;92081;1616958,883
2020-02-01 00:00:00;5;Brand Classic;Classic Sneaker;Sneaker;Target;PowerKnit;28575;598657,3522
2020-02-01 00:00:00;6;National Classic;Classic Sneaker;Sneaker;Target;BioSole;19360;290020,6664
2020-02-01 00:00:00;7;Hold Line;Designed Shoes;Shoes;Core;DynaFit;11307;408549,722
2020-02-01 00:00:00;8;High Bys;Designed Shoes;Shoes;Core;DynaFit;10501;432358,6011
2020-02-01 00:00:00;9;High Iris;Designed Shoes;Shoes;Core;DynaFit;8263;296341,9959
2020-02-01 00:00:00;10;Cone Stars;Designed Shoes;Shoes;Core;AirVent;4335;232494,6364
2020-02-01 00:00:00;11;Wave;Infinity Boot;Boot;Target;AeroKnit;31090;628033,8668
2020-02-01 00:00:00;12;Athena II;Infinity Boot;Boot;Target;LiteWeave;26668;697391,8855
2020-02-01 00:00:00;13;Hiking;Infinity Boot;Boot;Target;AeroKnit;26790;681287,6889
2020-02-01 00:00:00;14;Zeus;Infinity Boot;Boot;Target;LiteWeave;15472;358643,3828
2020-02-01 00:00:00;15;Air;Infinity Boot;Boot;Target;LiteWeave;5151;95501,17375
2020-02-01 00:00:00;16;Nautical Classic;Innovation Shoes;Shoes;Core;AeroKnit;113510;2089725,765
2020-02-01 00:00:00;17;Nautical Max Force;Innovation Shoes;Shoes;Core;AeroKnit;105964;1753712,495
2020-02-01 00:00:00;18;Play4;Innovation Shoes;Shoes;Core;AeroKnit;91108;1652704,226
2020-02-01 00:00:00;19;Mandala Life;Innovation Shoes;Shoes;Core;AeroKnit;78435;1410272,741
2020-02-01 00:00:00;20;Merlin;Innovation Shoes;Shoes;Core;AeroKnit;75992;1550245,866
2020-02-01 00:00:00;22;MachinaMetal;Metal Sandal;Sandals;Core;UltraFoam;202109;2570838,971
2020-02-01 00:00:00;23;SteelEngineer;Metal Sandal;Sandals;Core;NanoMesh;90896;1538884,431
2020-02-01 00:00:00;24;TitaniumTech;Metal Sandal;Sandals;Core;NanoMesh;68494;1158929,071
2020-02-01 00:00:00;25;AlloyInnovate;Metal Sandal;Sandals;Core;NanoMesh;28171;256364,1036
2020-02-01 00:00:00;26;SteelTech;Metal Shoes;Shoes;Core;NanoMesh;105826;1564108,664
2020-02-01 00:00:00;27;AlloyMaster;Metal Shoes;Shoes;Core;AeroKnit;75661;1538962,92
2020-02-01 00:00:00;28;MetalForge;Metal Shoes;Shoes;Core;NanoMesh;15430;262160,4464
2020-02-01 00:00:00;29;IronCraft;Metal Shoes;Shoes;Core;PowerKnit;12095;289686,6708
2020-02-01 00:00:00;30;TitaniumTech;Metal Shoes;Shoes;Core;NanoMesh;8067;259216,2702
2020-02-01 00:00:00;34;Max;Price Sneakers;Sneakers;Core;UltraFoam;156508;1414838,951
2020-02-01 00:00:00;35;Classic Price;Price Sneakers;Sneakers;Core;UltraFoam;29367;278699,8303
2020-02-01 00:00:00;36;Hawaii;Price Sneakers;Sneakers;Core;AeroKnit;22882;368404,7782
2020-02-01 00:00:00;37;Top Sport;Price Sneakers;Sneakers;Core;AeroKnit;13709;156018,614
2020-02-01 00:00:00;38;Comfort;Universe Sandals;Sandals;Core;DuraFlex;17821;475650,0716
2020-02-01 00:00:00;39;Hawaii;Universe Sandals;Sandals;Core;NanoMesh;10406;248603,495
2020-03-01 00:00:00;1;AeroJet;Aero Boot;Boot;Target;NanoMesh;31291;753495,4428
2020-03-01 00:00:00;2;FlyQuest;Aero Boot;Boot;Target;LiteWeave;27284;714305,9527
2020-03-01 00:00:00;3;AirVoyager;Aero Boot;Boot;Target;AeroKnit;13663;310301,2093
2020-03-01 00:00:00;4;Classic;Classic Sneaker;Sneaker;Target;PowerKnit;88109;1524287,714
2020-03-01 00:00:00;5;Brand Classic;Classic Sneaker;Sneaker;Target;PowerKnit;26783;594852,1429
2020-03-01 00:00:00;6;National Classic;Classic Sneaker;Sneaker;Target;BioSole;17310;253073,0234
2020-03-01 00:00:00;7;Hold Line;Designed Shoes;Shoes;Core;DynaFit;9894;363424,0734
2020-03-01 00:00:00;8;High Bys;Designed Shoes;Shoes;Core;DynaFit;9018;370938,734
2020-03-01 00:00:00;9;High Iris;Designed Shoes;Shoes;Core;DynaFit;7106;261736,1707
2020-03-01 00:00:00;10;Cone Stars;Designed Shoes;Shoes;Core;AirVent;3428;183822,7488
2020-03-01 00:00:00;11;Wave;Infinity Boot;Boot;Target;AeroKnit;28278;570947,018
2020-03-01 00:00:00;12;Athena II;Infinity Boot;Boot;Target;LiteWeave;24055;629060,9947
2020-03-01 00:00:00;13;Hiking;Infinity Boot;Boot;Target;AeroKnit;24276;619038,4347
2020-03-01 00:00:00;14;Zeus;Infinity Boot;Boot;Target;LiteWeave;14138;318819,0123
2020-03-01 00:00:00;15;Air;Infinity Boot;Boot;Target;LiteWeave;4691;88858,46119
2020-03-01 00:00:00;16;Nautical Classic;Innovation Shoes;Shoes;Core;AeroKnit;89553;1649573,685
2020-03-01 00:00:00;17;Nautical Max Force;Innovation Shoes;Shoes;Core;AeroKnit;82248;1351349,176
2020-03-01 00:00:00;18;Play4;Innovation Shoes;Shoes;Core;AeroKnit;64346;1154382,858
2020-03-01 00:00:00;19;Mandala Life;Innovation Shoes;Shoes;Core;AeroKnit;62223;1087674,844
2020-03-01 00:00:00;20;Merlin;Innovation Shoes;Shoes;Core;AeroKnit;60166;1210550,416
2020-03-01 00:00:00;21;Fusion;Innovation Shoes;Shoes;Core;LiteWeave;24130;482368,2314
2020-03-01 00:00:00;22;MachinaMetal;Metal Sandal;Sandals;Core;UltraFoam;199212;2508082,495
2020-03-01 00:00:00;23;SteelEngineer;Metal Sandal;Sandals;Core;NanoMesh;90627;1530706,103
2020-03-01 00:00:00;24;TitaniumTech;Metal Sandal;Sandals;Core;NanoMesh;65374;1178046,92
2020-03-01 00:00:00;25;AlloyInnovate;Metal Sandal;Sandals;Core;NanoMesh;27155;326949,3844
2020-03-01 00:00:00;26;SteelTech;Metal Shoes;Shoes;Core;NanoMesh;92319;1318329,405
2020-03-01 00:00:00;27;AlloyMaster;Metal Shoes;Shoes;Core;AeroKnit;72246;1440603,712
2020-03-01 00:00:00;28;MetalForge;Metal Shoes;Shoes;Core;NanoMesh;14585;243144,7725
2020-03-01 00:00:00;29;IronCraft;Metal Shoes;Shoes;Core;PowerKnit;11712;272900,2344
2020-03-01 00:00:00;30;TitaniumTech;Metal Shoes;Shoes;Core;NanoMesh;7792;251996,5702
2020-03-01 00:00:00;34;Max;Price Sneakers;Sneakers;Core;UltraFoam;152679;1361897,802
2020-03-01 00:00:00;35;Classic Price;Price Sneakers;Sneakers;Core;UltraFoam;25270;238801,6317
2020-03-01 00:00:00;36;Hawaii;Price Sneakers;Sneakers;Core;AeroKnit;21770;346807,5978
2020-03-01 00:00:00;37;Top Sport;Price Sneakers;Sneakers;Core;AeroKnit;13104;148075,64
2020-03-01 00:00:00;38;Comfort;Universe Sandals;Sandals;Core;DuraFlex;12919;339533,0814
